Team,Year,Sport,Gold_Count,Silver_Count,Bronze_Count
Chile,2024,Table Tennis,0,0,0
Chile,2024,Taekwondo,0,0,0
Chile,2024,Tennis,0,0,0
Chile,2024,Triathlon,0,0,0
Chile,2024,Wrestling,0,1,0
China,1932,Athletics,0,0,0
China,1936,Athletics,0,0,0
China,1936,Basketball,0,0,0
China,1936,Boxing,0,0,0
China,1936,Cycling,0,0,0
China,1936,Football,0,0,0
China,1936,Swimming,0,0,0
China,1936,Weightlifting,0,0,0
China,1948,Art Competitions,0,0,0
China,1948,Athletics,0,0,0
China,1948,Basketball,0,0,0
China,1948,Cycling,0,0,0
China,1948,Football,0,0,0
China,1948,Swimming,0,0,0
China,1952,Swimming,0,0,0
China,1984,Archery,0,1,0
China,1984,Athletics,0,0,1
China,1984,Basketball,0,0,12
China,1984,Canoeing,0,0,0
China,1984,Cycling,0,0,0
China,1984,Diving,1,1,1
China,1984,Fencing,1,0,0
China,1984,Gymnastics,5,9,7
China,1984,Handball,0,0,13
China,1984,Judo,0,0,0
China,1984,Rhythmic Gymnastics,0,0,0
China,1984,Rowing,0,0,0
China,1984,Sailing,0,0,0
China,1984,Shooting,3,0,3
China,1984,Swimming,0,0,0
China,1984,Volleyball,10,0,0
China,1984,Water Polo,0,0,0
China,1984,Weightlifting,4,2,0
China,1984,Wrestling,0,0,0
China,1988,Archery,0,0,0
China,1988,Athletics,0,0,1
China,1988,Basketball,0,0,0
China,1988,Boxing,0,0,0
China,1988,Canoeing,0,0,0
China,1988,Cycling,0,0,0
China,1988,Diving,2,3,1
China,1988,Fencing,0,0,0
China,1988,Football,0,0,0
China,1988,Gymnastics,1,0,1
China,1988,Handball,0,0,0
China,1988,Judo,0,0,0
China,1988,Modern Pentathlon,0,0,0
China,1988,Rhythmic Gymnastics,0,0,0
China,1988,Rowing,0,5,9
China,1988,Sailing,0,0,0
China,1988,Shooting,0,1,1
China,1988,Swimming,0,3,1
China,1988,Synchronized Swimming,0,0,0
China,1988,Table Tennis,1,3,1
China,1988,Tennis,0,0,0
China,1988,Volleyball,0,0,11
China,1988,Water Polo,0,0,0
China,1988,Weightlifting,0,1,4
China,1988,Wrestling,0,0,0
China,1992,Archery,0,3,0
China,1992,Athletics,1,1,2
China,1992,Badminton,0,0,2
China,1992,Basketball,0,11,0
China,1992,Boxing,0,0,0
China,1992,Canoeing,0,0,0
China,1992,Cycling,0,0,0
China,1992,Diving,3,1,1
China,1992,Fencing,0,1,0
China,1992,Gymnastics,2,9,2
China,1992,Judo,1,0,2
China,1992,Modern Pentathlon,0,0,0
China,1992,Rhythmic Gymnastics,0,0,0
China,1992,Rowing,0,0,2
China,1992,Sailing,0,1,0
China,1992,Shooting,2,2,0
China,1992,Swimming,4,9,0
China,1992,Synchronized Swimming,0,0,0
China,1992,Table Tennis,1,1,1
China,1992,Tennis,0,0,0
China,1992,Volleyball,0,0,0
China,1992,Weightlifting,0,2,2
China,1992,Wrestling,0,0,1
China,1996,Archery,0,1,0
China,1996,Athletics,1,2,1
China,1996,Badminton,0,1,2
China,1996,Basketball,0,0,0
China,1996,Boxing,0,0,0
China,1996,Canoeing,0,0,0
China,1996,Cycling,0,0,0
China,1996,Diving,3,1,1
China,1996,Fencing,0,0,0
China,1996,Football,0,15,0
China,1996,Gymnastics,1,10,1
China,1996,Handball,0,0,0
China,1996,Judo,1,0,1
China,1996,Rhythmic Gymnastics,0,0,0
China,1996,Rowing,0,2,0
China,1996,Sailing,0,0,0
China,1996,Shooting,2,2,1
China,1996,Softball,0,15,0
China,1996,Swimming,1,6,5
China,1996,Synchronized Swimming,0,0,0
China,1996,Table Tennis,2,1,1
China,1996,Tennis,0,0,0
China,1996,Volleyball,0,9,0
China,1996,Weightlifting,2,1,1
China,1996,Wrestling,0,0,1
China,2000,Archery,0,0,0
China,2000,Athletics,1,0,0
China,2000,Badminton,2,2,2
China,2000,Basketball,0,0,0
China,2000,Boxing,0,0,0
China,2000,Cycling,0,0,1
China,2000,Diving,7,7,0
China,2000,Fencing,0,3,3
China,2000,Football,0,0,0
China,2000,Gymnastics,8,2,2
China,2000,Hockey,0,0,0
China,2000,Judo,2,1,1
China,2000,Modern Pentathlon,0,0,0
China,2000,Rhythmic Gymnastics,0,0,0
China,2000,Rowing,0,0,0
China,2000,Sailing,0,0,0
China,2000,Shooting,3,2,3
China,2000,Softball,0,0,0
China,2000,Swimming,0,0,0
China,2000,Synchronized Swimming,0,0,0
China,2000,Table Tennis,2,1,1
China,2000,Taekwondo,1,0,0
China,2000,Tennis,0,0,0
China,2000,Triathlon,0,0,0
China,2000,Volleyball,0,0,0
China,2000,Weightlifting,5,1,1
China,2000,Wrestling,0,0,1
China,2004,Archery,0,3,0
China,2004,Athletics,2,0,0
China,2004,Badminton,1,2,1
China,2004,Basketball,0,0,0
China,2004,Boxing,0,0,1
China,2004,Canoeing,2,0,0
China,2004,Cycling,0,1,0
China,2004,Diving,9,2,1
China,2004,Fencing,0,6,0
China,2004,Football,0,0,0
China,2004,Gymnastics,1,0,2
China,2004,Handball,0,0,0
China,2004,Hockey,0,0,0
China,2004,Judo,1,1,3
China,2004,Modern Pentathlon,0,0,0
China,2004,Rhythmic Gymnastics,0,0,0
China,2004,Rowing,0,0,0
China,2004,Sailing,0,1,0
China,2004,Shooting,4,2,3
China,2004,Softball,0,0,0
China,2004,Swimming,1,5,0
China,2004,Synchronized Swimming,0,0,0
China,2004,Table Tennis,1,1,1
China,2004,Taekwondo,2,0,0
China,2004,Tennis,0,0,0
China,2004,Trampolining,0,0,1
China,2004,Triathlon,0,0,0
China,2004,Volleyball,12,0,0
China,2004,Weightlifting,5,3,0
China,2004,Wrestling,1,0,0
China,2008,Archery,1,3,3
China,2008,Athletics,0,0,2
China,2008,Badminton,2,1,1
China,2008,Baseball,0,0,0
China,2008,Basketball,0,0,0
China,2008,Beach Volleyball,0,0,0
China,2008,Boxing,2,1,1
China,2008,Canoeing,2,0,0
China,2008,Cycling,0,0,1
China,2008,Diving,11,1,3
China,2008,Equestrianism,0,0,0
China,2008,Fencing,1,4,0
China,2008,Football,0,0,0
China,2008,Gymnastics,19,1,4
China,2008,Handball,0,0,0
China,2008,Hockey,0,16,0
China,2008,Judo,3,0,1
China,2008,Modern Pentathlon,0,0,0
China,2008,Rhythmic Gymnastics,0,6,0
China,2008,Rowing,4,2,0
China,2008,Sailing,1,0,1
China,2008,Shooting,5,2,1
China,2008,Softball,0,0,0
China,2008,Swimming,1,7,6
China,2008,Synchronized Swimming,0,0,9
China,2008,Table Tennis,8,2,2
China,2008,Taekwondo,1,0,1
China,2008,Tennis,0,0,0
China,2008,Trampolining,2,0,1
China,2008,Triathlon,0,0,0
China,2008,Volleyball,0,0,12
China,2008,Water Polo,0,0,0
China,2008,Weightlifting,8,1,0
China,2008,Wrestling,1,2,0
China,2012,Archery,0,3,1
China,2012,Athletics,1,0,5
China,2012,Badminton,2,1,1
China,2012,Basketball,0,0,0
China,2012,Beach Volleyball,0,0,0
China,2012,Boxing,1,1,1
China,2012,Canoeing,0,0,0
China,2012,Cycling,0,3,1
China,2012,Diving,10,3,1
China,2012,Fencing,5,0,1
China,2012,Gymnastics,8,3,1
China,2012,Hockey,0,0,0
China,2012,Judo,0,1,1
China,2012,Modern Pentathlon,0,1,0
China,2012,Rhythmic Gymnastics,0,0,0
China,2012,Rowing,0,2,0
China,2012,Sailing,1,0,0
China,2012,Shooting,2,2,3
China,2012,Swimming,5,2,8
China,2012,Synchronized Swimming,0,9,2
China,2012,Table Tennis,8,2,0
China,2012,Taekwondo,1,1,1
China,2012,Tennis,0,0,0
China,2012,Trampolining,1,1,2
China,2012,Triathlon,0,0,0
China,2012,Volleyball,0,0,0
China,2012,Water Polo,0,0,0
China,2012,Weightlifting,5,2,0
China,2012,Wrestling,0,1,0
China,2016,Archery,0,0,0
China,2016,Athletics,2,2,2
China,2016,Badminton,1,0,0
China,2016,Basketball,0,0,0
China,2016,Beach Volleyball,0,0,0
China,2016,Boxing,0,1,3
China,2016,Canoeing,0,0,0
China,2016,Cycling,2,0,0
China,2016,Diving,10,2,2
China,2016,Equestrianism,0,0,0
China,2016,Fencing,0,4,1
China,2016,Football,0,0,0
China,2016,Golf,0,0,1
China,2016,Gymnastics,0,0,10
China,2016,Hockey,0,0,0
China,2016,Judo,0,0,2
China,2016,Modern Pentathlon,0,0,0
China,2016,Rhythmic Gymnastics,0,0,0
China,2016,Rowing,0,0,3
China,2016,Sailing,0,1,0
China,2016,Shooting,1,2,4
China,2016,Swimming,1,2,3
China,2016,Synchronized Swimming,0,11,0
China,2016,Table Tennis,8,2,0
China,2016,Taekwondo,2,0,0
China,2016,Tennis,0,0,0
China,2016,Trampolining,0,1,2
China,2016,Triathlon,0,0,0
China,2016,Volleyball,12,0,0
China,2016,Water Polo,0,0,0
China,2016,Weightlifting,5,2,0
China,2016,Wrestling,0,0,2
China,2020,3x3 Basketball,0,0,4
China,2020,Archery,0,0,0
China,2020,Artistic Gymnastics,3,3,5
China,2020,Artistic Swimming,0,10,0
China,2020,Athletics,2,2,1
China,2020,Badminton,3,7,0
China,2020,Basketball,0,0,0
China,2020,Beach Volleyball,0,0,0
China,2020,Boxing,0,2,0
China,2020,Canoe Slalom,0,0,0
China,2020,Canoe Sprint,2,3,0
China,2020,Cycling Mountain Bike,0,0,0
China,2020,Cycling Road,0,0,0
China,2020,Cycling Track,3,0,0
China,2020,Diving,10,6,0
China,2020,Equestrian,0,0,0
China,2020,Fencing,1,0,0
China,2020,Football,0,0,0
China,2020,Golf,0,0,0
China,2020,Hockey,0,0,0
China,2020,Judo,0,0,0
China,2020,Karate,0,1,1
China,2020,Marathon Swimming,0,0,0
China,2020,Modern Pentathlon,0,0,0
China,2020,Rhythmic Gymnastics,0,0,0
China,2020,Rowing,4,0,11
China,2020,Rugby Sevens,0,0,0
China,2020,Sailing,1,0,1
China,2020,Shooting,6,1,6
China,2020,Skateboarding,0,0,0
China,2020,Sport Climbing,0,0,0
China,2020,Swimming,8,5,1
China,2020,Table Tennis,8,4,0
China,2020,Taekwondo,0,0,1
China,2020,Tennis,0,0,0
China,2020,Trampoline Gymnastics,1,2,0
China,2020,Triathlon,0,0,0
China,2020,Volleyball,0,0,0
China,2020,Water Polo,0,0,0
China,2020,Weightlifting,7,1,0
China,2020,Wrestling,0,2,2
China,2024,3x3 Basketball,0,0,0
China,2024,Archery,0,3,0
China,2024,Artistic Gymnastics,2,9,2
China,2024,Artistic Swimming,11,0,0
China,2024,Athletics,1,1,2
China,2024,Badminton,4,5,0
China,2024,Basketball,0,0,0
China,2024,Beach Volleyball,0,0,0
China,2024,Boxing,3,2,0
China,2024,Breaking,0,0,1
China,2024,Canoe Slalom,0,0,0
China,2024,Canoe Sprint,4,0,0
China,2024,Cycling BMX Freestyle,1,0,0
China,2024,Cycling Mountain Bike,0,0,0
China,2024,Cycling Road,0,0,0
China,2024,Cycling Track,0,0,0
China,2024,Diving,12,2,1
China,2024,Equestrian,0,0,0
China,2024,Fencing,0,0,0
China,2024,Golf,0,0,1
China,2024,Hockey,0,17,0
China,2024,Judo,0,0,1
China,2024,Marathon Swimming,0,0,0
China,2024,Modern Pentathlon,0,0,0
China,2024,Rhythmic Gymnastics,5,0,0
China,2024,Rowing,0,0,0
China,2024,Rugby Sevens,0,0,0
China,2024,Sailing,0,0,0
China,2024,Shooting,6,2,4
China,2024,Skateboarding,0,0,0
China,2024,Sport Climbing,0,2,0
China,2024,Surfing,0,0,0
China,2024,Swimming,6,8,22
China,2024,Table Tennis,10,1,0
China,2024,Taekwondo,0,1,1
China,2024,Tennis,1,2,0
China,2024,Trampoline Gymnastics,0,1,1
China,2024,Triathlon,0,0,0
China,2024,Volleyball,0,0,0
China,2024,Water Polo,0,0,0
China,2024,Weightlifting,5,0,0
China,2024,Wrestling,0,1,4
China-1,1988,Table Tennis,2,0,0
China-1,1992,Badminton,0,2,0
China-1,1992,Table Tennis,2,2,0
China-1,1996,Badminton,0,0,0
China-1,1996,Table Tennis,2,2,0
China-1,2000,Badminton,0,0,2
China-1,2000,Beach Volleyball,0,0,0
China-1,2000,Table Tennis,2,2,0
China-1,2004,Badminton,2,0,0
China-1,2004,Beach Volleyball,0,0,0
China-1,2004,Table Tennis,4,0,0
China-1,2004,Tennis,2,0,0
China-1,2008,Badminton,2,2,2
China-1,2008,Beach Volleyball,0,2,0
China-1,2008,Tennis,0,0,2
China-1,2012,Badminton,6,0,0
China-1,2012,Tennis,0,0,0
China-1,2016,Badminton,2,0,2
China-1,2016,Tennis,0,0,0
China-2,1988,Table Tennis,0,0,0
China-2,1992,Badminton,0,0,4
China-2,1992,Table Tennis,2,0,0
China-2,1996,Badminton,2,0,2
China-2,1996,Table Tennis,2,2,0
China-2,2000,Badminton,4,0,0
China-2,2000,Beach Volleyball,0,0,0
China-2,2000,Table Tennis,2,2,0
China-2,2004,Badminton,2,0,0
China-2,2004,Beach Volleyball,0,0,0
China-2,2004,Table Tennis,0,0,2
China-2,2004,Tennis,0,0,0
China-2,2008,Badminton,0,0,2
China-2,2008,Beach Volleyball,0,0,2
China-2,2008,Tennis,0,0,0
China-2,2012,Badminton,0,2,0
China-2,2012,Tennis,0,0,0
China-2,2016,Badminton,0,0,0
China-2,2016,Tennis,0,0,0
China-3,2008,Badminton,0,0,0
Chinese Taipei,1956,Athletics,0,0,0
Chinese Taipei,1956,Basketball,0,0,0
Chinese Taipei,1956,Boxing,0,0,0
Chinese Taipei,1956,Shooting,0,0,0
Chinese Taipei,1956,Weightlifting,0,0,0
Chinese Taipei,1960,Athletics,0,1,0
Chinese Taipei,1960,Boxing,0,0,0
Chinese Taipei,1960,Football,0,0,0
Chinese Taipei,1960,Shooting,0,0,0
Chinese Taipei,1960,Swimming,0,0,0
Chinese Taipei,1960,Weightlifting,0,0,0
Chinese Taipei,1964,Athletics,0,0,0
Chinese Taipei,1964,Boxing,0,0,0
Chinese Taipei,1964,Cycling,0,0,0
Chinese Taipei,1964,Gymnastics,0,0,0
Chinese Taipei,1964,Judo,0,0,0
Chinese Taipei,1964,Shooting,0,0,0
Chinese Taipei,1964,Weightlifting,0,0,0
Chinese Taipei,1968,Athletics,0,0,1
Chinese Taipei,1968,Boxing,0,0,0
Chinese Taipei,1968,Cycling,0,0,0
Chinese Taipei,1968,Gymnastics,0,0,0
Chinese Taipei,1968,Sailing,0,0,0
Chinese Taipei,1968,Shooting,0,0,0
Chinese Taipei,1968,Swimming,0,0,0
Chinese Taipei,1968,Weightlifting,0,0,0
Chinese Taipei,1972,Archery,0,0,0
Chinese Taipei,1972,Athletics,0,0,0
Chinese Taipei,1972,Boxing,0,0,0
Chinese Taipei,1972,Cycling,0,0,0
Chinese Taipei,1972,Judo,0,0,0
Chinese Taipei,1972,Sailing,0,0,0
Chinese Taipei,1972,Shooting,0,0,0
Chinese Taipei,1972,Swimming,0,0,0
Chinese Taipei,1972,Weightlifting,0,0,0
Chinese Taipei,1972,Wrestling,0,0,0
Chinese Taipei,1984,Archery,0,0,0
Chinese Taipei,1984,Athletics,0,0,0
Chinese Taipei,1984,Boxing,0,0,0
Chinese Taipei,1984,Cycling,0,0,0
Chinese Taipei,1984,Fencing,0,0,0
Chinese Taipei,1984,Judo,0,0,0
Chinese Taipei,1984,Modern Pentathlon,0,0,0
Chinese Taipei,1984,Sailing,0,0,0
Chinese Taipei,1984,Shooting,0,0,0
Chinese Taipei,1984,Swimming,0,0,0
Chinese Taipei,1984,Weightlifting,0,0,1
Chinese Taipei,1984,Wrestling,0,0,0
Chinese Taipei,1988,Archery,0,0,0
Chinese Taipei,1988,Athletics,0,0,0
Chinese Taipei,1988,Boxing,0,0,0
Chinese Taipei,1988,Cycling,0,0,0
Chinese Taipei,1988,Fencing,0,0,0
Chinese Taipei,1988,Gymnastics,0,0,0
Chinese Taipei,1988,Judo,0,0,0
Chinese Taipei,1988,Modern Pentathlon,0,0,0
Chinese Taipei,1988,Shooting,0,0,0
Chinese Taipei,1988,Swimming,0,0,0
Chinese Taipei,1988,Table Tennis,0,0,0
Chinese Taipei,1988,Weightlifting,0,0,0
Chinese Taipei,1988,Wrestling,0,0,0
Chinese Taipei,1992,Archery,0,0,0
Chinese Taipei,1992,Athletics,0,0,0
Chinese Taipei,1992,Baseball,0,20,0
Chinese Taipei,1992,Cycling,0,0,0
Chinese Taipei,1992,Judo,0,0,0
Chinese Taipei,1992,Shooting,0,0,0
Chinese Taipei,1992,Weightlifting,0,0,0
Chinese Taipei,1996,Archery,0,0,0
Chinese Taipei,1996,Athletics,0,0,0
Chinese Taipei,1996,Badminton,0,0,0
Chinese Taipei,1996,Boxing,0,0,0
Chinese Taipei,1996,Cycling,0,0,0
Chinese Taipei,1996,Diving,0,0,0
Chinese Taipei,1996,Judo,0,0,0
Chinese Taipei,1996,Sailing,0,0,0
Chinese Taipei,1996,Shooting,0,0,0
Chinese Taipei,1996,Softball,0,0,0
Chinese Taipei,1996,Swimming,0,0,0
Chinese Taipei,1996,Table Tennis,0,1,0
Chinese Taipei,1996,Tennis,0,0,0
Chinese Taipei,1996,Weightlifting,0,0,0
Chinese Taipei,2000,Archery,0,0,0
Chinese Taipei,2000,Athletics,0,0,0
Chinese Taipei,2000,Badminton,0,0,0
Chinese Taipei,2000,Cycling,0,0,0
Chinese Taipei,2000,Diving,0,0,0
Chinese Taipei,2000,Gymnastics,0,0,0
Chinese Taipei,2000,Judo,0,0,0
Chinese Taipei,2000,Sailing,0,0,0
Chinese Taipei,2000,Shooting,0,0,0
Chinese Taipei,2000,Swimming,0,0,0
Chinese Taipei,2000,Table Tennis,0,0,1
Chinese Taipei,2000,Taekwondo,0,0,2
Chinese Taipei,2000,Tennis,0,0,0
Chinese Taipei,2000,Weightlifting,0,1,1
Chinese Taipei,2004,Archery,0,3,3
Chinese Taipei,2004,Athletics,0,0,0
Chinese Taipei,2004,Badminton,0,0,0
Chinese Taipei,2004,Baseball,0,0,0
Chinese Taipei,2004,Cycling,0,0,0
Chinese Taipei,2004,Judo,0,0,0
Chinese Taipei,2004,Rowing,0,0,0
Chinese Taipei,2004,Shooting,0,0,0
Chinese Taipei,2004,Softball,0,0,0
Chinese Taipei,2004,Swimming,0,0,0
Chinese Taipei,2004,Table Tennis,0,0,0
Chinese Taipei,2004,Taekwondo,2,1,0
Chinese Taipei,2004,Tennis,0,0,0
Chinese Taipei,2004,Weightlifting,0,0,0
Chinese Taipei,2008,Archery,0,0,0
Chinese Taipei,2008,Athletics,0,0,0
Chinese Taipei,2008,Badminton,0,0,0
Chinese Taipei,2008,Baseball,0,0,0
Chinese Taipei,2008,Cycling,0,0,0
Chinese Taipei,2008,Judo,0,0,0
Chinese Taipei,2008,Rowing,0,0,0
Chinese Taipei,2008,Sailing,0,0,0
Chinese Taipei,2008,Shooting,0,0,0
Chinese Taipei,2008,Softball,0,0,0
Chinese Taipei,2008,Swimming,0,0,0
Chinese Taipei,2008,Table Tennis,0,0,0
Chinese Taipei,2008,Taekwondo,0,0,2
Chinese Taipei,2008,Tennis,0,0,0
Chinese Taipei,2008,Weightlifting,0,0,2
Chinese Taipei,2012,Archery,0,0,0
Chinese Taipei,2012,Athletics,0,0,0
Chinese Taipei,2012,Badminton,0,0,0
Chinese Taipei,2012,Cycling,0,0,0
Chinese Taipei,2012,Fencing,0,0,0
Chinese Taipei,2012,Judo,0,0,0
Chinese Taipei,2012,Rowing,0,0,0
Chinese Taipei,2012,Sailing,0,0,0
Chinese Taipei,2012,Shooting,0,0,0
Chinese Taipei,2012,Swimming,0,0,0
Chinese Taipei,2012,Table Tennis,0,0,0
Chinese Taipei,2012,Taekwondo,0,0,1
Chinese Taipei,2012,Tennis,0,0,0
Chinese Taipei,2012,Weightlifting,0,1,0
Chinese Taipei,2016,Archery,0,0,3
Chinese Taipei,2016,Athletics,0,0,0
Chinese Taipei,2016,Badminton,0,0,0
Chinese Taipei,2016,Boxing,0,0,0
Chinese Taipei,2016,Cycling,0,0,0
Chinese Taipei,2016,Equestrianism,0,0,0
Chinese Taipei,2016,Golf,0,0,0
Chinese Taipei,2016,Gymnastics,0,0,0
Chinese Taipei,2016,Judo,0,0,0
Chinese Taipei,2016,Rowing,0,0,0
Chinese Taipei,2016,Sailing,0,0,0
Chinese Taipei,2016,Shooting,0,0,0
Chinese Taipei,2016,Swimming,0,0,0
Chinese Taipei,2016,Table Tennis,0,0,0
Chinese Taipei,2016,Taekwondo,0,0,0
Chinese Taipei,2016,Tennis,0,0,0
Chinese Taipei,2016,Weightlifting,1,0,1
Chinese Taipei,2016,Wrestling,0,0,0
Chinese Taipei,2020,Archery,0,3,0
Chinese Taipei,2020,Artistic Gymnastics,0,1,0
Chinese Taipei,2020,Athletics,0,0,0
Chinese Taipei,2020,Badminton,2,1,0
Chinese Taipei,2020,Boxing,0,0,1
Chinese Taipei,2020,Canoe Slalom,0,0,0
Chinese Taipei,2020,Cycling Road,0,0,0
Chinese Taipei,2020,Equestrian,0,0,0
Chinese Taipei,2020,Golf,0,0,1
Chinese Taipei,2020,Judo,0,1,0
Chinese Taipei,2020,Karate,0,0,1
Chinese Taipei,2020,Rowing,0,0,0
Chinese Taipei,2020,Shooting,0,0,0
Chinese Taipei,2020,Swimming,0,0,0
Chinese Taipei,2020,Table Tennis,0,0,2
Chinese Taipei,2020,Taekwondo,0,0,1
Chinese Taipei,2020,Tennis,0,0,0
Chinese Taipei,2020,Weightlifting,1,0,1
Chinese Taipei,2024,Archery,0,0,0
Chinese Taipei,2024,Artistic Gymnastics,0,0,1
Chinese Taipei,2024,Athletics,0,0,0
Chinese Taipei,2024,Badminton,2,0,0
Chinese Taipei,2024,Boxing,1,0,2
Chinese Taipei,2024,Breaking,0,0,0
Chinese Taipei,2024,Canoe Slalom,0,0,0
Chinese Taipei,2024,Canoe Sprint,0,0,0
Chinese Taipei,2024,Fencing,0,0,0
Chinese Taipei,2024,Golf,0,0,0
Chinese Taipei,2024,Judo,0,0,0
Chinese Taipei,2024,Shooting,0,0,1
Chinese Taipei,2024,Swimming,0,0,0
Chinese Taipei,2024,Table Tennis,0,0,0
Chinese Taipei,2024,Taekwondo,0,0,0
Chinese Taipei,2024,Tennis,0,0,0
Chinese Taipei,2024,Weightlifting,0,0,1
Chinese Taipei-1,1988,Table Tennis,0,0,0
Chinese Taipei-1,1996,Table Tennis,0,0,0
Chinese Taipei-1,2000,Table Tennis,0,0,0
Chinese Taipei-2,1988,Table Tennis,0,0,0
Chinese Taipei-2,1996,Table Tennis,0,0,0
Chinese Taipei-2,2000,Table Tennis,0,0,0
Chok,1960,Sailing,0,0,0
Christian Brothers' College-1,1904,Football,0,11,0
Chuckles,1956,Sailing,0,0,2
Cicely-1,1900,Sailing,1,0,0
Cinara-13,1900,Sailing,0,0,0
Cincinnati Archers,1904,Archery,4,4,0
Ciocca,1952,Sailing,0,0,0
Ciocca II,1948,Sailing,0,0,0
Ciocca III,1960,Sailing,0,0,0
Circus,1960,Sailing,0,0,0
Ciss,1924,Sailing,0,0,0
Clearwater,2008,Equestrianism,0,0,1
Clementine V,1964,Sailing,0,0,0
Club Nautique de Dieppe-5,1900,Rowing,0,0,0
Club Nautique de Franais-1,1900,Rowing,0,0,0
Club Nautique de Lyon-2,1900,Rowing,0,4,0
Cobweb-1,1908,Sailing,5,0,0
Colette-10,1900,Sailing,0,0,0
Colette-12,1900,Sailing,0,0,0
Colombia,1932,Art Competitions,0,0,0
Colombia,1932,Athletics,0,0,0
Colombia,1936,Athletics,0,0,0
Colombia,1948,Athletics,0,0,0
Colombia,1948,Fencing,0,0,0
Colombia,1948,Swimming,0,0,0
Colombia,1956,Athletics,0,0,0
Colombia,1956,Cycling,0,0,0
Colombia,1956,Fencing,0,0,0
Colombia,1956,Shooting,0,0,0
Colombia,1956,Swimming,0,0,0
Colombia,1956,Weightlifting,0,0,0
Colombia,1960,Cycling,0,0,0
Colombia,1960,Diving,0,0,0
Colombia,1960,Fencing,0,0,0
Colombia,1960,Shooting,0,0,0
Colombia,1960,Weightlifting,0,0,0
Colombia,1964,Athletics,0,0,0
Colombia,1964,Cycling,0,0,0
Colombia,1964,Diving,0,0,0
Colombia,1964,Fencing,0,0,0
Colombia,1964,Shooting,0,0,0
Colombia,1964,Swimming,0,0,0
Colombia,1968,Athletics,0,0,0
Colombia,1968,Cycling,0,0,0
Colombia,1968,Diving,0,0,0
Colombia,1968,Football,0,0,0
Colombia,1968,Swimming,0,0,0
Colombia,1972,Athletics,0,0,0
Colombia,1972,Boxing,0,0,2
Colombia,1972,Cycling,0,0,0
Colombia,1972,Diving,0,0,0
Colombia,1972,Football,0,0,0
Colombia,1972,Shooting,0,1,0
Colombia,1972,Swimming,0,0,0
Colombia,1972,Weightlifting,0,0,0
Colombia,1976,Athletics,0,0,0
Colombia,1976,Boxing,0,0,0
Colombia,1976,Cycling,0,0,0
Colombia,1976,Sailing,0,0,0
Colombia,1976,Shooting,0,0,0
Colombia,1976,Swimming,0,0,0
Colombia,1976,Weightlifting,0,0,0
Colombia,1980,Athletics,0,0,0
Colombia,1980,Football,0,0,0
Colombia,1980,Swimming,0,0,0
Colombia,1984,Archery,0,0,0
Colombia,1984,Athletics,0,0,0
Colombia,1984,Boxing,0,0,0
Colombia,1984,Cycling,0,0,0
Colombia,1984,Shooting,0,1,0
Colombia,1984,Swimming,0,0,0
Colombia,1984,Weightlifting,0,0,0
Colombia,1984,Wrestling,0,0,0
Colombia,1988,Athletics,0,0,0
Colombia,1988,Boxing,0,0,1
Colombia,1988,Cycling,0,0,0
Colombia,1988,Equestrianism,0,0,0
Colombia,1988,Fencing,0,0,0
Colombia,1988,Judo,0,0,0
Colombia,1988,Shooting,0,0,0
Colombia,1988,Swimming,0,0,0
Colombia,1988,Weightlifting,0,0,0
Colombia,1988,Wrestling,0,0,0
Colombia,1992,Archery,0,0,0
Colombia,1992,Athletics,0,0,1
Colombia,1992,Boxing,0,0,0
Colombia,1992,Cycling,0,0,0
Colombia,1992,Equestrianism,0,0,0
Colombia,1992,Fencing,0,0,0
Colombia,1992,Football,0,0,0
Colombia,1992,Shooting,0,0,0
Colombia,1992,Swimming,0,0,0
Colombia,1992,Weightlifting,0,0,0
Colombia,1992,Wrestling,0,0,0
Colombia,1996,Athletics,0,0,0
Colombia,1996,Boxing,0,0,0
Colombia,1996,Cycling,0,0,0
Colombia,1996,Equestrianism,0,0,0
Colombia,1996,Fencing,0,0,0
Colombia,1996,Shooting,0,0,0
Colombia,1996,Swimming,0,0,0
Colombia,1996,Weightlifting,0,0,0
Colombia,1996,Wrestling,0,0,0
Colombia,2000,Athletics,0,0,0
Colombia,2000,Boxing,0,0,0
Colombia,2000,Cycling,0,0,0
Colombia,2000,Diving,0,0,0
Colombia,2000,Equestrianism,0,0,0
Colombia,2000,Fencing,0,0,0
Colombia,2000,Shooting,0,0,0
Colombia,2000,Swimming,0,0,0
Colombia,2000,Taekwondo,0,0,0
Colombia,2000,Tennis,0,0,0
Colombia,2000,Triathlon,0,0,0
Colombia,2000,Weightlifting,1,0,0
Colombia,2000,Wrestling,0,0,0
Colombia,2004,Athletics,0,0,0
Colombia,2004,Boxing,0,0,0
Colombia,2004,Cycling,0,0,1
Colombia,2004,Diving,0,0,0
Colombia,2004,Equestrianism,0,0,0
Colombia,2004,Fencing,0,0,0
Colombia,2004,Gymnastics,0,0,0
Colombia,2004,Judo,0,0,0
Colombia,2004,Shooting,0,0,0
Colombia,2004,Swimming,0,0,0
Colombia,2004,Taekwondo,0,0,0
Colombia,2004,Tennis,0,0,0
Colombia,2004,Triathlon,0,0,0
Colombia,2004,Weightlifting,0,0,1
Colombia,2004,Wrestling,0,0,0
Colombia,2008,Archery,0,0,0
Colombia,2008,Athletics,0,0,0
